y,U_0,U_1,U_2
0.99278,22.2032,-1.6642,9.19421e-23
0.99441,22.3545,-1.67232,-2.06939e-21
0.996021,22.513,-1.68092,2.9954e-22
0.997615,22.6783,-1.68988,7.31092e-22
0.999193,22.8486,-1.69898,1.18045e-21
1.00076,23.0218,-1.70805,-1.47572e-23
1.0023,23.1958,-1.71693,-4.75513e-21
1.00384,23.3689,-1.72555,-3.16815e-21
1.00537,23.5398,-1.73385,-1.24143e-24
1.00688,23.7081,-1.74178,2.97867e-21
1.00838,23.8738,-1.74934,9.04373e-21
1.00988,24.0373,-1.75656,1.05635e-22
1.01136,24.1985,-1.76344,-2.2135e-22
1.01284,24.3568,-1.77004,-5.63977e-21
1.01432,24.512,-1.77639,-5.75382e-21
1.01581,24.664,-1.78254,1.22595e-22
1.01731,24.8123,-1.78849,1.04717e-20
1.01882,24.957,-1.79425,-5.02536e-21
1.02034,25.0997,-1.79982,-1.04237e-20
1.02188,25.2424,-1.80525,-1.57887e-22
1.02343,25.3866,-1.81053,-1.07355e-20
1.025,25.5324,-1.81566,2.21447e-20
1.02658,25.6801,-1.82064,-1.17029e-20
1.02818,25.8297,-1.82545,-2.23862e-20
1.0298,25.9815,-1.83009,2.32147e-20
1.03144,26.1355,-1.83456,2.37432e-20
1.0331,26.2919,-1.83884,-2.54316e-22
1.03478,26.451,-1.84292,-1.22476e-20
1.03649,26.6129,-1.8468,1.28251e-20
1.03822,26.7777,-1.85045,-2.64314e-20
1.03998,26.9458,-1.85387,-1.24747e-20
1.04177,27.1172,-1.85703,5.42959e-20
1.04359,27.2922,-1.85993,-7.71398e-22
1.04544,27.471,-1.86255,-2.82856e-20
1.04732,27.6539,-1.86485,-1.71574e-34
1.04925,27.841,-1.86683,5.46195e-36
1.05121,28.0327,-1.86845,-6.01365e-36
1.05321,28.2292,-1.8697,1.27993e-35
1.05526,28.4307,-1.87053,-3.41933e-22
1.05735,28.6375,-1.87093,-3.61e-20
1.0595,28.85,-1.87086,1.83527e-21
1.06169,29.0682,-1.87029,-1.16995e-21
1.06395,29.2925,-1.86918,-3.87745e-20
1.06626,29.5232,-1.86749,8.45941e-20
1.06863,29.7604,-1.86519,-4.88908e-20
1.07107,30.0045,-1.86224,-3.99124e-20
1.07359,30.2555,-1.8586,9.3584e-20
1.07618,30.5136,-1.85424,3.01251e-34
1.07885,30.7789,-1.84911,-1.6346e-35
1.0816,31.0514,-1.8432,1.15656e-19
1.08444,31.3311,-1.83647,-6.80073e-21
1.08738,31.6178,-1.82893,-1.86894e-19
1.09042,31.9112,-1.82057,-6.44554e-20
1.09357,32.2108,-1.81143,1.46837e-19
1.09684,32.5159,-1.80154,6.79817e-20
1.10022,32.8257,-1.79099,8.6335e-20
1.10374,33.139,-1.77991,-1.08226e-20
1.10739,33.4544,-1.76845,1.48582e-20
1.11119,33.7702,-1.75683,1.90934e-19
1.11514,34.0845,-1.74531,-2.15423e-19
1.11925,34.3953,-1.73421,-4.40011e-19
1.12354,34.7006,-1.72386,2.52673e-19
1.12801,34.9983,-1.71461,2.25143e-19
1.13268,35.2871,-1.70681,8.18148e-21
1.13756,35.5656,-1.70075,-1.04164e-20
1.14266,35.8336,-1.69664,-2.70684e-19
1.14799,36.0914,-1.6946,1.09248e-34
1.15357,36.3399,-1.69466,2.98512e-19
1.15942,36.5805,-1.69673,-6.92689e-21
1.16554,36.815,-1.70067,-3.0689e-19
1.17196,37.0453,-1.7063,3.18185e-19
1.1787,37.2734,-1.71339,-4.55739e-21
1.18577,37.501,-1.72174,-3.2416e-19
1.1932,37.7295,-1.73114,9.92166e-33
1.201,37.9603,-1.7414,-3.39165e-19
1.2092,38.1942,-1.75237,-3.40405e-19
1.21782,38.4319,-1.76393,3.47902e-19
1.22689,38.674,-1.77596,3.49096e-19
1.23645,38.9213,-1.78842,7.1258e-19
1.24659,39.1748,-1.80129,3.54321e-19
1.25736,39.4348,-1.81456,-3.58881e-19
1.26878,39.7009,-1.82817,-7.21847e-19
1.28091,39.9726,-1.8421,-7.22177e-19
1.29378,40.2492,-1.85632,-4.37857e-22
1.30742,40.5299,-1.87079,-4.57998e-22
1.3219,40.8138,-1.8855,-9.98519e-22
1.33724,41.0998,-1.90044,1.03945e-18
1.35351,41.3868,-1.9156,6.99995e-19
1.37074,41.6735,-1.93097,-1.34026e-18
1.389,41.9585,-1.94658,-3.49791e-19
1.40834,42.2406,-1.96245,6.50737e-19
1.42882,42.5182,-1.9786,-6.15472e-19
1.45049,42.7901,-1.99506,-2.05513e-20
1.47342,43.0554,-2.01188,2.00087e-20
1.49767,43.3135,-2.02906,-2.26087e-20
1.52332,43.5645,-2.04662,5.52916e-19
1.55042,43.8092,-2.06454,-5.09999e-19
1.57905,44.0493,-2.08278,-2.20631e-20
1.60928,44.2871,-2.10128,4.88378e-19
1.64119,44.5254,-2.11993,2.2422e-19
1.67485,44.7668,-2.13864,9.93314e-21
1.71033,45.0136,-2.15725,-2.14397e-19
1.74773,45.2674,-2.17562,-3.93453e-19
1.78711,45.5281,-2.19362,-2.00493e-20
1.82856,45.7941,-2.21113,7.28214e-19
1.87215,46.0627,-2.22807,1.79907e-20
1.91797,46.331,-2.24439,-3.37755e-19
1.9661,46.5964,-2.26002,-3.75382e-22
2.01662,46.855,-2.2748,4.68434e-22
2.06959,47.0968,-2.28842,2.70839e-22
2.1251,47.2964,-2.30001,2.67193e-19
2.18321,47.4099,-2.30737,1.16899e-20
2.244,47.4053,-2.30852,2.38492e-19
2.30752,47.3114,-2.30499,2.57217e-19
2.37383,47.2068,-2.30106,-4.66604e-19
2.44299,47.1339,-2.29742,-2.2967e-19
2.51504,47.0665,-2.29197,8.80568e-33
2.59002,46.9879,-2.28505,-2.08394e-19
2.66795,46.9103,-2.27697,1.94876e-19
2.74885,46.8338,-2.2675,2.08262e-19
2.83273,46.7561,-2.25675,-3.86383e-19
2.91959,46.6786,-2.24465,-1.91243e-19
3.00941,46.6011,-2.23128,-1.15911e-21
3.10217,46.5238,-2.21661,1.75322e-19
3.19781,46.4468,-2.20068,3.42365e-21
3.29629,46.3703,-2.18351,-1.72758e-19
3.39754,46.2943,-2.16513,1.64034e-19
3.50146,46.219,-2.14557,-1.59461e-19
3.60795,46.1444,-2.12485,1.52879e-19
3.7169,46.0707,-2.10299,3.20809e-19
3.82818,45.9979,-2.08005,-1.5642e-19
3.94163,45.9262,-2.05602,0
4.0571,45.8555,-2.03095,0
4.17441,45.786,-2.00485,4.48147e-33
4.29336,45.7177,-1.97776,4.77421e-35
4.41376,45.6506,-1.9497,1.47985e-19
4.5354,45.5849,-1.92069,-1.46643e-19
4.65805,45.5206,-1.89075,-1.47492e-19
4.78148,45.4576,-1.85992,2.94095e-19
4.90545,45.3962,-1.82822,-2.93555e-22
5.02973,45.3363,-1.79568,-2.94932e-19
5.15407,45.2779,-1.76235,-1.4839e-19
5.27822,45.2212,-1.72825,1.49259e-19
5.40194,45.1661,-1.69343,-1.53165e-21
5.525,45.1128,-1.65795,1.50021e-21
5.64716,45.0611,-1.62185,2.29896e-19
5.76818,45.0113,-1.58521,-9.60517e-22
5.88784,44.9633,-1.54807,-7.84838e-20
6.00595,44.9171,-1.51053,8.12913e-20
6.12229,44.8728,-1.47266,-1.56482e-21
6.23669,44.8303,-1.43453,-8.2724e-20
6.34896,44.7898,-1.39624,-7.33573e-36
6.45895,44.7511,-1.35788,2.64095e-33
6.56652,44.7144,-1.31953,-9.13297e-20
6.67153,44.6795,-1.28129,1.90229e-19
6.77388,44.6464,-1.24326,-8.27769e-21
6.87347,44.6152,-1.20552,-2.898e-19
6.97022,44.5858,-1.16815,1.02762e-19
7.06406,44.5582,-1.13126,-3.70233e-21
7.15495,44.5322,-1.09491,3.77722e-21
7.24285,44.508,-1.05918,1.1016e-19
7.32773,44.4853,-1.02414,-1.1888e-19
7.40959,44.4642,-0.989857,6.6431e-20
7.48842,44.4447,-0.956397,-7.6878e-21
7.56426,44.426,-0.923877,-5.87781e-20
7.63711,44.3979,-0.892173,6.39814e-20
7.70702,44.321,-0.860217,1.49468e-19
7.77403,44.1236,-0.825019,6.58208e-20
7.83819,43.7838,-0.785774,-2.34866e-19
7.89956,43.3911,-0.747392,-8.10607e-20
7.9582,43.0154,-0.711681,1.80674e-19
8.01417,42.6377,-0.676649,8.53731e-20
8.06756,42.2427,-0.642336,-1.95444e-19
8.11843,41.8416,-0.609111,-4.74382e-20
8.16687,41.4483,-0.57731,5.2842e-20
8.21296,41.0705,-0.547072,1.16546e-19
8.25677,40.7106,-0.51839,-5.8793e-21
8.29839,40.3679,-0.491208,-1.22507e-19
8.33791,40.0406,-0.465437,2.0235e-19
8.3754,39.7267,-0.441,-8.06085e-20
8.41095,39.4246,-0.417818,-1.34672e-19
8.44464,39.1329,-0.395827,1.48355e-19
8.47655,38.8505,-0.374963,0
8.50675,38.5764,-0.355166,-8.52887e-20
8.53533,38.3096,-0.336377,4.00385e-21
8.56236,38.0492,-0.31854,8.92278e-20
8.58791,37.7943,-0.301602,-6.41297e-23
8.61206,37.5441,-0.285515,5.09736e-20
8.63487,37.2979,-0.270236,-5.54977e-20
8.6564,37.0551,-0.255724,-5.09029e-20
8.67673,36.8152,-0.241942,5.54907e-20
8.69591,36.5779,-0.228856,-6.03469e-20
8.71401,36.343,-0.216432,-6.02704e-20
8.73107,36.11,-0.204637,6.54343e-20
8.74716,35.8787,-0.193444,6.53945e-20
8.76232,35.649,-0.18283,-3.54217e-20
8.77661,35.4205,-0.172767,1.41193e-21
8.79007,35.1932,-0.163226,-1.34919e-21
8.80275,34.9668,-0.154177,-3.81849e-20
8.81469,34.7414,-0.145592,4.09703e-20
8.82593,34.5166,-0.137448,4.10142e-20
8.83651,34.2925,-0.129721,-4.38901e-20
8.84647,34.069,-0.12239,2.40911e-20
8.85584,33.8459,-0.115436,4.4589e-20
8.86466,33.6231,-0.108838,7.46269e-22
8.87295,33.4007,-0.10258,-6.95769e-22
8.88076,33.1785,-0.0966445,-2.48336e-20
8.8881,32.9565,-0.091016,-4.34219e-34
8.895,32.7346,-0.0856796,1.15414e-35
8.90149,32.5129,-0.0806213,-2.76479e-20
8.90759,32.2914,-0.0758276,6.79867e-22
8.91333,32.0699,-0.0712861,1.383e-20
8.91872,31.8486,-0.0669847,3.38932e-22
8.92379,31.6274,-0.0629121,1.48251e-20
8.92856,31.4062,-0.0590576,-3.09166e-20
8.93303,31.1852,-0.0554107,-1.51413e-20
8.93724,30.9643,-0.0519617,1.57528e-20
8.9412,30.7435,-0.0487013,-1.08588e-23
8.94491,30.5228,-0.0456204,1.66352e-20
8.9484,30.3023,-0.0427105,8.17952e-21
8.95168,30.0818,-0.0399634,-8.45069e-21
8.95476,29.8614,-0.0373711,8.72228e-21
8.95766,29.6411,-0.0349262,8.71734e-21
8.96038,29.4208,-0.0326213,4.08137e-36
8.96293,29.2005,-0.0304495,1.42704e-34
8.96533,28.9802,-0.0284042,9.22181e-21
8.96759,28.7598,-0.026479,-1.2262e-22
8.9697,28.5393,-0.0246677,-9.34443e-21
8.97169,28.3186,-0.0229645,4.79656e-21
8.97356,28.0976,-0.0213636,4.79463e-21
8.97531,27.8762,-0.0198597,-4.92079e-21
8.97696,27.6544,-0.0184475,-9.90331e-21
8.97851,27.432,-0.0171222,-4.98445e-21
8.97996,27.2089,-0.0158789,7.67563e-21
8.98132,26.985,-0.0147133,5.0831e-21
8.98261,26.7601,-0.0136209,3.54694e-23
8.98381,26.534,-0.0125976,-2.70716e-21
8.98494,26.3066,-0.0116396,-2.62685e-21
8.986,26.0776,-0.0107431,-4.16602e-23
8.98699,25.8469,-0.00990454,4.53786e-23
8.98793,25.6142,-0.00912059,2.79534e-21
8.98881,25.3791,-0.00838804,-1.44801e-21
8.98963,25.1414,-0.00770385,2.75702e-23
8.99041,24.9007,-0.00706515,1.47618e-21
8.99113,24.6567,-0.00646921,6.01459e-25
8.99182,24.4089,-0.00591346,1.57652e-21
8.99246,24.1567,-0.00539544,-8.47938e-22
8.99306,23.8997,-0.00491286,-2.42445e-21
8.99363,23.6372,-0.00446354,-8.54851e-22
8.99416,23.3684,-0.00404542,1.79096e-21
8.99465,23.0925,-0.00365658,1.7332e-21
8.99512,22.8085,-0.00329518,-9.12613e-22
8.99556,22.5151,-0.00295951,-4.9279e-22
8.99597,22.2109,-0.00264796,2.23451e-23
8.99636,21.8943,-0.00235902,-2.59597e-23
8.99672,21.5632,-0.00209127,-5.41095e-22
8.99707,21.2149,-0.0018434,3.03415e-22
8.99739,20.8463,-0.00161415,6.27778e-22
8.99769,20.4531,-0.00140238,4.9951e-22
8.99797,20.0299,-0.00120704,-1.58819e-23
8.99824,19.5692,-0.00102713,-1.91029e-22
8.99848,19.0609,-0.000861763,1.18623e-22
8.99872,18.4899,-0.000710137,-1.76275e-23
8.99894,17.8335,-0.000571545,-1.36327e-22
8.99914,17.0546,-0.000445405,2.31495e-26
8.99934,16.0868,-0.000331444,1.00306e-25
8.99952,14.7961,-0.000230091,-2.36851e-23
8.99969,12.8505,-0.000142252,6.85232e-24
8.99985,9.1759,-6.49805e-05,5.03116e-23
9,0,0,0
